id,kabkot_id,kecamatan
5174,375,Tabukan Tengah
5175,375,Tabukan Utara
5176,375,Tahuna
5177,375,Tahuna Barat
5178,375,Tahuna Timur
5179,375,Tamako
5180,375,Tatoareng
5181,376,Biaro
5182,376,Siau Barat
5183,376,Siau Barat Selatan
5184,376,Siau Barat Utara
5185,376,Siau Tengah
5186,376,Siau Timur
5187,376,Siau Timur Selatan
5188,376,Tagulandang
5189,376,Tagulandang Selatan
5190,376,Tagulandang Utara
5191,377,Beo
5192,377,Beo Selatan
5193,377,Beo Utara
5194,377,Damao (Damau)
5195,377,Essang
5196,377,Essang Selatan
5197,377,Gemeh
5198,377,Kabaruan
5199,377,Kalongan
5200,377,Lirung
5201,377,Melonguane
5202,377,Melonguane Timur
5203,377,Miangas
5204,377,Moronge
5205,377,Nanusa
5206,377,Pulutan
5207,377,Rainis
5208,377,Salibabu
5209,377,Tampan Amma
5210,378,Eris
5211,378,Kakas
5212,378,Kakas Barat
5213,378,Kawangkoan
5214,378,Kawangkoan Barat
5215,378,Kawangkoan Utara
5216,378,Kombi
5217,378,Langowan Barat
5218,378,Langowan Selatan
5219,378,Langowan Timur
5220,378,Langowan Utara
5221,378,Lembean Timur
5222,378,Mandolang
5223,378,Pineleng
5224,378,Remboken
5225,378,Sonder
5226,378,Tombariri
5227,378,Tombariri Timur
5228,378,Tombulu
5229,378,Tompaso
5230,378,Tompaso Barat
5231,378,Tondano Barat
5232,378,Tondano Selatan
5233,378,Tondano Timur
5234,378,Tondano Utara
5235,379,Amurang
5236,379,Amurang Barat
5237,379,Amurang Timur
5238,379,Kumelembuai
5239,379,Maesaan
5240,379,Modoinding
5241,379,Motoling
5242,379,Motoling Barat
5243,379,Motoling Timur
5244,379,Ranoyapo
5245,379,Sinonsayang
5246,379,Suluun Tareran
5247,379,Tareran
5248,379,Tatapaan
5249,379,Tenga
5250,379,Tompaso Baru
5251,379,Tumpaan
5252,380,Belang
5253,380,Pasan
5254,380,Pusomaen
5255,380,Ratahan
5256,380,Ratahan Timur
5257,380,Ratatotok
5258,380,Silian Raya
5259,380,Tombatu
5260,380,Tombatu Timur
5261,380,Tombatu Utara
5262,380,Touluaan
5263,380,Touluaan Selatan
5264,381,Airmadidi
5265,381,Dimembe
5266,381,Kalawat
5267,381,Kauditan
5268,381,Kema
5269,381,Likupang Barat
5270,381,Likupang Selatan
5271,381,Likupang Timur
5272,381,Talawaan
5273,381,Wori
5274,382,Aertembaga (Bitung Timur)
5275,382,Girian
5276,382,Lembeh Selatan (Bitung Selatan)
5277,382,Lembeh Utara
5278,382,Madidir (Bitung Tengah)
5279,382,Maesa
5280,382,Matuari (Bitung Barat)
5281,382,Ranowulu (Bitung Utara)
5282,383,Kotamobagu Barat
5283,383,Kotamobagu Selatan
5284,383,Kotamobagu Timur
5285,383,Kotamobagu Utara
5286,384,Bunaken
5287,384,Bunaken Kepulauan
5288,384,Malalayang
5289,384,Mapanget
5290,384,Paal Dua
5291,384,Sario
5292,384,Singkil
5293,384,Tikala
5294,384,Tuminiting
5295,384,Wanea
5296,384,Wenang
5297,385,Tomohon Barat
5298,385,Tomohon Selatan
5299,385,Tomohon Tengah
5300,385,Tomohon Timur
5301,385,Tomohon Utara
5302,386,Balantak
5303,386,Balantak Selatan
5304,386,Balantak Utara
5305,386,Batui
5306,386,Batui Selatan
5307,386,Bualemo (Boalemo)
5308,386,Bunta
5309,386,Kintom
5310,386,Lamala
5311,386,Lobu
5312,386,Luwuk
5313,386,Luwuk Selatan
5314,386,Luwuk Timur
5315,386,Luwuk Utara
5316,386,Mantoh
5317,386,Masama
5318,386,Moilong
5319,386,Nambo
5320,386,Nuhon
5321,386,Pagimana
5322,386,Simpang Raya
5323,386,Toili
5324,386,Toili Barat
5325,387,Buko
5326,387,Buko Selatan
5327,387,Bulagi
5328,387,Bulagi Selatan
5329,387,Bulagi Utara
5330,387,Liang
5331,387,Peling Tengah
5332,387,Tinangkung
5333,387,Tinangkung Selatan
5334,387,Tinangkung Utara
5335,387,Totikum (Totikung)
5336,387,Totikum Selatan
5337,388,Banggai
5338,388,Banggai Selatan
5339,388,Banggai Tengah
5340,388,Banggai Utara
5341,388,Bangkurung
5342,388,Bokan Kepulauan
5343,388,Labobo
5344,389,Biau
5345,389,Bokat
5346,389,Bukal
5347,389,Bunobogu
5348,389,Gadung
5349,389,Karamat
5350,389,Lakea (Lipunoto)
5351,389,Momunu
5352,389,Paleleh
5353,389,Paleleh Barat
5354,389,Tiloan
5355,390,Balaesang
5356,390,Balaesang Tanjung
5357,390,Banawa
5358,390,Banawa Selatan
5359,390,Banawa Tengah
5360,390,Dampelas
5361,390,Labuan
5362,390,Panembani
5363,390,Rio Pakava
5364,390,Sindue
5365,390,Sindue Tobata
5366,390,Sindue Tombusabora
5367,390,Sirenja
5368,390,Sojol
5369,390,Sojol Utara
5370,390,Tanantovea
5371,391,Bahodopi
5372,391,Bumi Raya
5373,391,Bungku Barat
5374,391,Bungku Pesisir
5375,391,Bungku Selatan
5376,391,Bungku Tengah
5377,391,Bungku Timur
5378,391,Menui Kepulauan
5379,391,Petasia Barat
5380,391,Wita Ponda
5381,392,Bungku Utara
5382,392,Lembo
5383,392,Lembo Raya
5384,392,Mamosalato
5385,392,Mori Atas
5386,392,Mori Utara
5387,392,Petasia
5388,392,Petasia Timur
5389,392,Soyo Jaya
5390,393,Ampibabo
5391,393,Balinggi
5392,393,Bolano
5393,393,Bolano Lambunu
5394,393,Kasimbar
5395,393,Mepanga
5396,393,Moutong
5397,393,Ongka Malino
5398,393,Palasa
5399,393,Parigi
5400,393,Parigi Barat
5401,393,Parigi Selatan
5402,393,Parigi Tengah
5403,393,Parigi Utara
5404,393,Sausu
5405,393,Sidoan
5406,393,Siniu
5407,393,Taopa
5408,393,Tinombo
5409,393,Tinombo Selatan
5410,393,Tomini
5411,393,Toribulu
5412,393,Torue
5413,394,Lage
5414,394,Lore Barat
5415,394,Lore Piore
5416,394,Lore Selatan
5417,394,Lore Tengah
5418,394,Lore Timur
5419,394,Lore Utara
5420,394,Pamona Barat
5421,394,Pamona Puselemba
5422,394,Pamona Selatan
5423,394,Pamona Tenggara
5424,394,Pamona Timur
5425,394,Pamona Utara
5426,394,Poso Kota
5427,394,Poso Kota Selatan
5428,394,Poso Kota Utara
5429,394,Poso Pesisir
5430,394,Poso Pesisir Selatan
5431,394,Poso Pesisir Utara
5432,395,Dolo
5433,395,Dolo Barat
5434,395,Dolo Selatan
5435,395,Gumbasa
5436,395,Kinovaro
5437,395,Kinovaru
5438,395,Kulawi
5439,395,Kulawi Selatan
5440,395,Lindu
5441,395,Marawola
5442,395,Marawola Barat
5443,395,Nokilalaki
5444,395,Palolo
5445,395,Pipikoro
5446,395,Sigi Biromaru
5447,395,Tanambulava
5448,396,Ampana Kota
5449,396,Ampana Tete
5450,396,Batudaka
5451,396,Ratolindo
5452,396,Talatako
5453,396,Togean
5454,396,Tojo
5455,396,Tojo Barat
5456,396,Ulubongka
5457,396,Una Una
5458,396,Walea Besar
5459,396,Walea Kepulauan
5460,397,Baolan
5461,397,Basidondo
5462,397,Dako Pamean
5463,397,Dampal Selatan
5464,397,Dampal Utara
5465,397,Dondo
5466,397,Galang
5467,397,Lampasio
5468,397,Ogodeide
5469,397,Tolitoli Utara
5470,398,Mantikulore
5471,398,Palu Barat
5472,398,Palu Selatan
5473,398,Palu Timur
5474,398,Palu Utara
5475,398,Tatanga
5476,398,Tawaeli
5477,398,Ulujadi
5478,399,Bantaeng
5479,399,Bissappu
5480,399,Eremerasa
5481,399,Gantarang Keke (Gantareng Keke)
5482,399,Pajukukang
5483,399,Sinoa
5484,399,Tompobulu
5485,399,Uluere
5486,400,Balusu
5487,400,Barru
5488,400,Mallusetasi
5489,400,Pujananting
5490,400,Soppeng Riaja
5491,400,Tanete Riaja
5492,400,Tanete Rilau
5493,401,Ajangale
5494,401,Amali
5495,401,Awangpone
5496,401,Barebbo
5497,401,Bengo
5498,401,Bontocani
5499,401,Cenrana
5500,401,Cina
5501,401,Dua Boccoe
5502,401,Kahu
5503,401,Kajuara
5504,401,Lamuru
5505,401,Lappariaja
5506,401,Libureng
5507,401,Mare
5508,401,Palakka
5509,401,Patimpeng
5510,401,Ponre
5511,401,Salomekko
5512,401,Sibulue
5513,401,Tanete Riattang
5514,401,Tanete Riattang Barat
5515,401,Tanete Riattang Timur
5516,401,Tellu Limpoe
5517,401,Tellu Siattinge
5518,401,Tonra
5519,401,Ulaweng
5520,402,Bonto Bahari
5521,402,Bontotiro
5522,402,Bulukumba (Bulukumpa)
5523,402,Gantorang/Gantarang (Gangking)
5524,402,Hero Lange-Lange (Herlang)
5525,402,Kajang
5526,402,Kindang
5527,402,Rilau Ale
5528,402,Ujung Bulu
5529,402,Ujung Loe
5530,403,Alla
5531,403,Anggeraja
5532,403,Baraka
5533,403,Baroko
5534,403,Bungin
5535,403,Buntu Batu
5536,403,Cendana
5537,403,Curio
5538,403,Enrekang
5539,403,Maiwa
5540,403,Malua
5541,403,Masalle
5542,404,Bajeng
5543,404,Bajeng Barat
5544,404,Barombong
5545,404,Biringbulu
5546,404,Bontolempangang
5547,404,Bontomarannu
5548,404,Bontonompo
5549,404,Bontonompo Selatan
5550,404,Bungaya
5551,404,Manuju
5552,404,Pallangga
5553,404,Parangloe
5554,404,Parigi
5555,404,Pattallassang
5556,404,Somba Opu (Upu)
5557,404,Tinggimoncong
5558,404,Tombolo Pao
5559,404,Tompobulu
5560,405,Arungkeke
5561,405,Bangkala
5562,405,Bangkala Barat
5563,405,Batang
5564,405,Binamu
5565,405,Bontoramba
5566,405,Kelara
5567,405,Rumbia
5568,405,Tamalatea
5569,405,Tarowang
5570,405,Turatea
5571,406,Benteng
5572,406,Bontoharu
5573,406,Bontomanai
5574,406,Bontomatene
5575,406,Bontosikuyu
5576,406,Buki
5577,406,Pasilambena
5578,406,Pasimarannu
5579,406,Pasimassunggu
5580,406,Pasimasunggu Timur
5581,406,Takabonerate
5582,407,Bajo
5583,407,Bajo Barat
5584,407,Basse Sangtempe Utara
5585,407,Bassesang Tempe (Bastem)
5586,407,Belopa
5587,407,Belopa Utara
5588,407,Bua
5589,407,Bua Ponrang (Bupon)
5590,407,Kamanre
5591,407,Lamasi
5592,407,Lamasi Timur
5593,407,Larompong
5594,407,Larompong Selatan
5595,407,Latimojong
5596,407,Ponrang
5597,407,Ponrang Selatan
5598,407,Suli
5599,407,Suli Barat
5600,407,Walenrang
5601,407,Walenrang Barat
5602,407,Walenrang Timur
5603,407,Walenrang Utara
5604,408,Angkona
5605,408,Burau
5606,408,Kalaena
5607,408,Malili
5608,408,Mangkutana
5609,408,Nuha
5610,408,Tomoni
5611,408,Tomoni Timur
5612,408,Towuti
5613,408,Wasuponda
5614,408,Wotu
5615,409,Baebunta
5616,409,Bone-Bone
5617,409,Limbong
5618,409,Malangke
5619,409,Malangke Barat
5620,409,Mappedeceng
5621,409,Masamba
5622,409,Rampi
5623,409,Sabbang
5624,409,Seko
5625,409,Sukamaju
5626,409,Tana Lili
5627,410,Bantimurung
5628,410,Bontoa (Maros Utara)
5629,410,Camba
5630,410,Cenrana
5631,410,Lau
5632,410,Mallawa
5633,410,Mandai
5634,410,Maros Baru
5635,410,Marusu
5636,410,Moncongloe
5637,410,Simbang
5638,410,Tanralili
5639,410,Tompu Bulu
5640,410,Turikale
5641,411,Balocci
5642,411,Bungoro
5643,411,Labakkang
5644,411,Liukang Kalmas (Kalukuang Masalima)
5645,411,Liukang Tangaya
5646,411,Liukang Tupabbiring
5647,411,Liukang Tupabbiring Utara
5648,411,Mandalle
5649,411,Marang (Ma Rang)
5650,411,Minasa Tene
5651,411,Pangkajene
5652,411,Segeri
5653,411,Tondong Tallasa
5654,412,Batulappa
5655,412,Cempa
5656,412,Duampanua
5657,412,Lanrisang
5658,412,Lembang
5659,412,Mattiro Bulu
5660,412,Mattiro Sompe
5661,412,Paleteang
5662,412,Patampanua
5663,412,Suppa
5664,412,Tiroang
5665,412,Watang Sawitto
5666,413,Baranti
5667,413,Dua Pitue
5668,413,Kulo
5669,413,Maritengngae
5670,413,Panca Lautan (Lautang)
5671,413,Panca Rijang
5672,413,Pitu Raise/Riase
5673,413,Pitu Riawa
5674,413,Tellu Limpoe
5675,413,Watang Pulu
5676,413,Wattang Sidenreng (Watang Sidenreng)
5677,414,Bulupoddo
5678,414,Pulau Sembilan
5679,414,Sinjai Barat
5680,414,Sinjai Borong
5681,414,Sinjai Selatan
5682,414,Sinjai Tengah
5683,414,Sinjai Timur
5684,414,Sinjai Utara
5685,414,Tellu Limpoe
5686,415,Citta
5687,415,Donri-Donri
5688,415,Ganra
5689,415,Lalabata
5690,415,Lili Rilau
5691,415,Liliraja (Lili Riaja)
5692,415,Mario Riawa
5693,415,Mario Riwawo
5694,416,Galesong
5695,416,Galesong Selatan
5696,416,Galesong Utara
5697,416,Mangara Bombang
5698,416,Mappakasunggu
5699,416,Patallassang
5700,416,Polombangkeng Selatan (Polobangkeng)
5701,416,Polombangkeng Utara (Polobangkeng)
5702,416,Sanrobone
5703,417,Bittuang
5704,417,Bonggakaradeng
5705,417,Gandang Batu Sillanan
5706,417,Kurra
5707,417,Makale
5708,417,Makale Selatan
5709,417,Makale Utara
5710,417,Malimbong Balepe
5711,417,Mappak
5712,417,Masanda
5713,417,Mengkendek
5714,417,Rano
5715,417,Rantetayo
5716,417,Rembon
5717,417,Saluputti
5718,417,Sangalla (Sanggala)
5719,417,Sangalla Selatan
5720,417,Sangalla Utara
5721,417,Simbuang
5722,418,Awan Rante Karua
5723,418,Balusu
5724,418,Bangkelekila
5725,418,Baruppu
5726,418,Buntao
5727,418,Buntu Pepasan
5728,418,Dende' Piongan Napo
5729,418,Kapalla Pitu (Kapala Pitu)
5730,418,Kesu
5731,418,Nanggala
5732,418,Rantebua
5733,418,Rantepao
5734,418,Rindingallo
5735,418,Sa'dan
5736,418,Sanggalangi
5737,418,Sesean
5738,418,Sesean Suloara
5739,418,Sopai
5740,418,Tallunglipu
5741,418,Tikala
5742,418,Tondon
5743,419,Belawa
5744,419,Bola
5745,419,Gilireng
5746,419,Keera
5747,419,Majauleng
5748,419,Maniangpajo
5749,419,Pammana
5750,419,Penrang
5751,419,Pitumpanua
5752,419,Sabangparu
5753,419,Sajoanging
5754,419,Takkalalla
5755,419,Tanasitolo
5756,419,Tempe
5757,420,Biring Kanaya
5758,420,Bontoala
5759,420,Makassar
5760,420,Mamajang
5761,420,Manggala
5762,420,Mariso
5763,420,Panakkukang
5764,420,Rappocini
5765,420,Tallo
5766,420,Tamalanrea
5767,420,Tamalate
5768,420,Ujung Pandang
5769,420,Ujung Tanah
5770,420,Wajo
5771,421,Bara
5772,421,Mungkajang
5773,421,Sendana
5774,421,Telluwanua
5775,421,Wara
5776,421,Wara Barat
5777,421,Wara Selatan
5778,421,Wara Timur
5779,421,Wara Utara
5780,422,Bacukiki
5781,422,Bacukiki Barat
5782,422,Soreang
5783,422,Ujung
5784,423,Kabaena
5785,423,Kabaena Barat
5786,423,Kabaena Selatan
5787,423,Kabaena Tengah
5788,423,Kabaena Timur
5789,423,Kabaena Utara
5790,423,Kepulauan Masaloka Raya
5791,423,Lentarai Jaya S. (Lantari Jaya)
5792,423,Mata Oleo
5793,423,Mata Usu
5794,423,Poleang
5795,423,Poleang Barat
5796,423,Poleang Selatan
5797,423,Poleang Tengah
5798,423,Poleang Tenggara
5799,423,Poleang Timur
5800,423,Poleang Utara
5801,423,Rarowatu
5802,423,Rarowatu Utara
5803,423,Rumbia
5804,423,Rumbia Tengah
5805,423,Tontonunu (Tontonuwu)
5806,424,Kapontori
5807,424,Lasalimu
5808,424,Lasalimu Selatan
5809,424,Pasar Wajo
5810,424,Siontapia (Siontapina)
5811,424,Wabula
5812,424,Wolowa
5813,425,Batauga
5814,425,Batu Atas
5815,425,Kadatua
5816,425,Lapandewa
5817,425,Sampolawa
5818,425,Siompu
5819,425,Siompu Barat
5820,426,Gu
5821,426,Lakudo
5822,426,Mawasangka
5823,426,Mawasangka Tengah
5824,426,Mawasangka Timur
5825,426,Sangia Wambulu
5826,426,Talaga Raya
5827,427,Bonegunu
5828,427,Kambowa
5829,427,Kulisusu (Kalingsusu/Kalisusu)
5830,427,Kulisusu Barat
5831,427,Kulisusu Utara
5832,427,Wakorumba Utara
5833,428,Baula
5834,428,Iwoimendaa
5835,428,Kolaka
5836,428,Latambaga
5837,428,Polinggona
5838,428,Pomalaa
5839,428,Samaturu
5840,428,Tanggetada
5841,428,Toari
5842,428,Watubangga
5843,428,Wolo
5844,428,Wundulako
5845,429,Aere
5846,429,Dangia
5847,429,Ladongi
5848,429,Lalolae
5849,429,Lambandia
5850,429,Loea
5851,429,Mowewe
5852,429,Poli Polia
5853,429,Tinondo
5854,429,Tirawuta
5855,429,Ueesi
5856,429,Uluiwoi
5857,430,Batu Putih
5858,430,Katoi
5859,430,Kodeoha
5860,430,Lambai
5861,430,Lasusua
5862,430,Ngapa
5863,430,Pakue
5864,430,Pakue Tengah
5865,430,Pakue Utara
5866,430,Porehu
5867,430,Rante Angin
5868,430,Tiwu
5869,430,Tolala
5870,430,Watunohu
5871,430,Wawo
5872,431,Abuki
5873,431,Amonggedo
5874,431,Anggaberi
5875,431,Asinua
5876,431,Besulutu
5877,431,Bondoala
5878,431,Kapoiala (Kapoyala)
5879,431,Konawe
5880,431,Lalonggasumeeto
5881,431,Lambuya
5882,431,Latoma
5883,431,Meluhu
5884,431,Onembute
5885,431,Pondidaha
5886,431,Puriala
5887,431,Routa
5888,431,Sampara
5889,431,Soropia
5890,431,Tongauna
5891,431,Uepai (Uwepai)
5892,431,Unaaha
5893,431,Wawotobi
5894,431,Wonggeduku
5895,432,Wawonii Barat
5896,432,Wawonii Selatan
5897,432,Wawonii Tengah
5898,432,Wawonii Tenggara
5899,432,Wawonii Timur
5900,432,Wawonii Timur Laut
5901,432,Wawonii Utara
5902,433,Andoolo
5903,433,Angata
5904,433,Baito
5905,433,Basala
5906,433,Benua
5907,433,Buke
5908,433,Kolono
5909,433,Konda
5910,433,Laeya
5911,433,Lainea
5912,433,Lalembuu
5913,433,Landono
5914,433,Laonti
5915,433,Moramo
5916,433,Moramo Utara
5917,433,Mowila
5918,433,Palangga
5919,433,Palangga Selatan
5920,433,Ranomeeto
5921,433,Ranomeeto Barat
5922,433,Tinanggea
5923,433,Wolasi
5924,434,Andowia
5925,434,Asera
5926,434,Langgikima
5927,434,Lasolo
5928,434,Lembo
5929,434,Molawe
5930,434,Motui
5931,434,Oheo
5932,434,Sawa
5933,434,Wiwirano
5934,435,Batalaiwaru (Batalaiworu)
5935,435,Batukara
5936,435,Bone (Bone Tondo)
5937,435,Duruka
5938,435,Kabangka
5939,435,Kabawo
5940,435,Katobu
5941,435,Kontu Kowuna
5942,435,Kontunaga
5943,435,Lasalepa
5944,435,Lohia
5945,435,Maligano
5946,435,Marobo
5947,435,Napabalano
5948,435,Parigi
5949,435,Pasi Kolaga
5950,435,Pasir Putih
5951,435,Tongkuno
5952,435,Tongkuno Selatan
5953,435,Towea
5954,435,Wakorumba Selatan
5955,435,Watopute
5956,436,Barangka
5957,436,Kusambi
5958,436,Lawa
5959,436,Maginti
5960,436,Napano Kusambi
5961,436,Sawerigadi
5962,436,Tiworo Kepulauan
5963,436,Tiworo Selatan
5964,436,Tiworo Tengah
5965,436,Tiworo Utara
5966,436,Wadaga
5967,437,Binongko
5968,437,Kaledupa
5969,437,Kaledupa Selatan
5970,437,Togo Binongko
5971,437,Tomia
5972,437,Tomia Timur
5973,437,Wangi-Wangi
5974,437,Wangi-Wangi Selatan
5975,438,Batupoaro
5976,438,Betoambari
5977,438,Bungi
5978,438,Kokalukuna
5979,438,Lea-Lea
5980,438,Murhum
5981,438,Sora Walio (Sorowalio)
5982,438,Wolio
5983,439,Abeli
5984,439,Baruga
5985,439,Kadia
5986,439,Kambu
5987,439,Kendari
5988,439,Kendari Barat
5989,439,Mandonga
5990,439,Poasia
5991,439,Puuwatu
5992,439,Wua-Wua
5993,440,Botumoita
5994,440,Dulupi
5995,440,Mananggu
5996,440,Paguyaman
5997,440,Paguyaman Pantai
5998,440,Tilamuta
5999,440,Wonosari
6000,441,Bone
6001,441,Bone Raya
6002,441,Bonepantai
6003,441,Botu Pingge
6004,441,Bulango Selatan
6005,441,Bulango Timur
6006,441,Bulango Ulu
6007,441,Bulango Utara
6008,441,Bulawa
6009,441,Kabila
6010,441,Kabila Bone
6011,441,Pinogu
6012,441,Suwawa
6013,441,Suwawa Selatan
6014,441,Suwawa Tengah
6015,441,Suwawa Timur
6016,441,Tapa
6017,441,Tilongkabila
6018,442,Asparaga
6019,442,Batudaa
6020,442,Batudaa Pantai
6021,442,Bilato
6022,442,Biluhu
6023,442,Boliohuto (Boliyohuto)
6024,442,Bongomeme
6025,442,Dungaliyo
6026,442,Limboto
6027,442,Limboto Barat
6028,442,Mootilango
6029,442,Pulubala
6030,442,Tabongo
6031,442,Telaga
6032,442,Telaga Biru
6033,442,Telaga Jaya
6034,442,Tibawa
6035,442,Tilango
6036,442,Tolangohula
6037,443,Anggrek
6038,443,Atinggola
6039,443,Biau
6040,443,Gentuma Raya
6041,443,Kwandang
6042,443,Monano
6043,443,Ponelo Kepulauan
6044,443,Sumalata
6045,443,Sumalata Timur
6046,443,Tolinggula
6047,443,Tomolito
6048,444,Buntulia
6049,444,Dengilo
6050,444,Duhiadaa
6051,444,Lemito
6052,444,Marisa
6053,444,Paguat
6054,444,Patilanggio
6055,444,Popayato
6056,444,Popayato Barat
6057,444,Popayato Timur
6058,444,Randangan
6059,444,Taluditi (Taluduti)
6060,444,Wanggarasi
6061,445,Dumbo Raya
6062,445,Dungingi
6063,445,Hulonthalangi
6064,445,Kota Barat
6065,445,Kota Selatan
6066,445,Kota Tengah
6067,445,Kota Timur
6068,445,Kota Utara
6069,445,Sipatana
6070,446,Banggae
6071,446,Banggae Timur
6072,446,Malunda
6073,446,Pamboang
6074,446,Sendana
6075,446,Tammeredo Sendana
6076,446,Tubo (Tubo Sendana)
6077,446,Ulumunda
6078,447,Aralle
6079,447,Balla
6080,447,Bambang
6081,447,Buntumalangka
6082,447,Mamasa
6083,447,Mambi
6084,447,Mehalaan
6085,447,Messawa
6086,447,Nosu
6087,447,Pana
6088,447,Rantebulahan Timur
6089,447,Sesenapadang
6090,447,Sumarorong
6091,447,Tabang
6092,447,Tabulahan
6093,447,Tanduk Kalua
6094,447,Tawalian
6095,448,Bonehau
6096,448,Kalukku
6097,448,Kalumpang
6098,448,Kep. Bala Balakang
6099,448,Mamuju
6100,448,Papalang
6101,448,Sampaga
6102,448,Simboro dan Kepulauan
6103,448,Tapalang
6104,448,Tapalang Barat
6105,448,Tommo
6106,449,Budong-Budong
6107,449,Karossa
6108,449,Pangale
6109,449,Tobadak
6110,449,Topoyo
6111,450,Bambaira
6112,450,Bambalamotu
6113,450,Baras
6114,450,Bulu Taba
6115,450,Dapurang
6116,450,Duripoku
6117,450,Lariang
6118,450,Pasangkayu
6119,450,Pedongga
6120,450,Sarjo
6121,450,Sarudu
6122,450,Tikke Raya
6123,451,Alu (Allu)
6124,451,Anreapi
6125,451,Balanipa
6126,451,Binuang
6127,451,Bulo
6128,451,Campalagian
6129,451,Limboro
6130,451,Luyo
6131,451,Mapilli
6132,451,Matakali
6133,451,Matangnga
6134,451,Polewali
6135,451,Tapango
6136,451,Tinambung
6137,451,Tubbi Taramanu (Tutar/Tutallu)
6138,451,Wonomulyo
6139,452,Airbuaya
6140,452,Batabual
6141,452,Fena Leisela
6142,452,Lilialy
6143,452,Lolong Guba
6144,452,Namlea
6145,452,Teluk Kaiely
6146,452,Waeapo
6147,452,Waelata
6148,452,Waplau
6149,453,Ambalau
6150,453,Fena Fafan
6151,453,Kepala Madan
6152,453,Leksula
6153,453,Namrole
6154,453,Waesama
6155,454,Aru Selatan
6156,454,Aru Selatan Timur
6157,454,Aru Selatan Utara
6158,454,Aru Tengah
6159,454,Aru Tengah Selatan
6160,454,Aru Tengah Timur
6161,454,Aru Utara
6162,454,Aru Utara Timur Batuley
6163,454,Pulau-Pulau Aru
6164,454,Sir-Sir
6165,455,Damer
6166,455,Dawelor Dawera
6167,455,Kepulauan Romang
6168,455,Kisar Utara
6169,455,Mdona Hyera/Hiera
6170,455,Moa Lakor
6171,455,Pulau Lakor
6172,455,Pulau Letti (Leti Moa Lakor)
6173,455,Pulau Masela
6174,455,Pulau Pulau Babar
6175,455,Pulau Pulau Terselatan
6176,455,Pulau Wetang
6177,455,Pulau-Pulau Babar Timur
6178,455,Wetar
6179,455,Wetar Barat
6180,455,Wetar Timur
6181,455,Wetar Utara
6182,456,Amahai
6183,456,Banda
6184,456,Kota Masohi
6185,456,Leihitu
6186,456,Leihitu Barat
6187,456,Nusa Laut
6188,456,Pulau Haruku
6189,456,Salahutu
6190,456,Saparua
6191,456,Saparua Timur
6192,456,Seram Utara
6193,456,Seram Utara Barat
6194,456,Seram Utara Timur Kobi
6195,456,Seram Utara Timur Seti
6196,456,Tehoru
6197,456,Teluk Elpaputih
6198,456,Telutih
6199,456,Teon Nila Serua
6200,457,Hoat Sorbay
6201,457,Kei Besar
6202,457,Kei Besar Selatan
6203,457,Kei Besar Selatan Barat
6204,457,Kei Besar Utara Barat
6205,457,Kei Besar Utara Timur
6206,457,Kei Kecil
6207,457,Kei Kecil Barat
6208,457,Kei Kecil Timur
6209,457,Kei Kecil Timur Selatan
6210,457,Manyeuw
6211,458,Kormomolin
6212,458,Molu Maru
6213,458,Nirunmas
6214,458,Selaru
6215,458,Tanimbar Selatan
6216,458,Tanimbar Utara
6217,458,Wer Maktian
6218,458,Wer Tamrian
6219,458,Wuar Labobar
6220,458,Yaru
6221,459,Amalatu
6222,459,Elpaputih
6223,459,Huamual
6224,459,Huamual Belakang
6225,459,Inamosol
6226,459,Kairatu
6227,459,Kairatu Barat
6228,459,Kepulauan Manipa
6229,459,Seram Barat
6230,459,Taniwel
6231,459,Taniwel Timur
6232,460,Bula
6233,460,Bula Barat
6234,460,Gorom Timur
6235,460,Kian Darat
6236,460,Kilmury
6237,460,Pulau Gorom
6238,460,Pulau Panjang
6239,460,Seram Timur
6240,460,Siritaun Wida Timur
6241,460,Siwalalat
6242,460,Teluk Waru
6243,460,Teor
6244,460,Tutuk Tolu
6245,460,Wakate
6246,460,Werinama
6247,461,Baguala
6248,461,Leitimur Selatan
6249,461,Nusaniwe (Nusanive)
6250,461,Sirimau
6251,461,Teluk Ambon
6252,462,Kur Selatan
6253,462,Pulau Dullah Selatan
6254,462,Pulau Dullah Utara
6255,462,Pulau Tayando Tam
6256,462,Pulau-Pulau Kur
6257,463,Ibu
6258,463,Ibu Selatan
6259,463,Ibu Utara
6260,463,Jailolo
6261,463,Jailolo Selatan
6262,463,Loloda
6263,463,Sahu
6264,463,Sahu Timur
6265,464,Bacan
6266,464,Bacan Barat
6267,464,Bacan Barat Utara
6268,464,Bacan Selatan
6269,464,Bacan Timur
6270,464,Bacan Timur Selatan
6271,464,Bacan Timur Tengah
6272,464,Gane Barat
6273,464,Gane Barat Selatan
6274,464,Gane Barat Utara
6275,464,Gane Timur
6276,464,Gane Timur Selatan
6277,464,Gane Timur Tengah
6278,464,Kasiruta Barat
6279,464,Kasiruta Timur
6280,464,Kayoa
6281,464,Kayoa Barat
6282,464,Kayoa Selatan
6283,464,Kayoa Utara
6284,464,Kepulauan Botanglomang
6285,464,Kepulauan Joronga
6286,464,Makian Barat (Pulau Makian)
6287,464,Mandioli Selatan
6288,464,Mandioli Utara
6289,464,Obi
6290,464,Obi Barat
6291,464,Obi Selatan
6292,464,Obi Timur
6293,464,Obi Utara
6294,464,Pulau Makian
6295,465,Patani
